anio_enfr,prov_nombre,grupo_edad_quin,sexo,n_defun_tri,mean_defun_tri,esp_vida,AVP
2009,Buenos Aires,30 a 34,Masculino,20,6.666666666666667,45.338650136635565,302.25766757757043
2009,Buenos Aires,30 a 34,Femenino,17,5.666666666666667,50.71508748453657,287.38549574570726
2009,Buenos Aires,35 a 39,Masculino,29,9.666666666666666,40.649509570707714,392.94525918350786
2009,Buenos Aires,35 a 39,Femenino,28,9.333333333333334,45.89630877119981,428.36554853119827
2009,Buenos Aires,40 a 44,Masculino,35,11.666666666666666,36.01442579949483,420.16830099410635
2009,Buenos Aires,40 a 44,Femenino,22,7.333333333333333,41.140997801826884,301.70065054673046
2009,Buenos Aires,45 a 49,Masculino,61,20.333333333333332,31.426428576026836,639.0040477125457
2009,Buenos Aires,45 a 49,Femenino,64,21.333333333333332,36.44056422743235,777.3987035185567
2009,Buenos Aires,50 a 54,Masculino,179,59.666666666666664,26.993205867479585,1610.594616759615
2009,Buenos Aires,50 a 54,Femenino,95,31.666666666666668,31.849647363574803,1008.5721665132021
2009,Buenos Aires,55 a 59,Masculino,288,96,22.76581335691569,2185.5180822639063
2009,Buenos Aires,55 a 59,Femenino,190,63.333333333333336,27.36954671297114,1733.4046251548389
2009,Buenos Aires,60 a 64,Masculino,377,125.66666666666667,18.842402208355736,2367.861877516704
2009,Buenos Aires,60 a 64,Femenino,244,81.33333333333333,23.081486008232023,1877.2941953362044
2009,Buenos Aires,65 a 69,Masculino,490,163.33333333333334,15.272104856236956,2494.4437931853695
2009,Buenos Aires,65 a 69,Femenino,344,114.66666666666667,19.041912627332664,2183.4726479341457
2009,Buenos Aires,70 a 74,Masculino,595,198.33333333333334,12.076120972884306,2395.097326288721
2009,Buenos Aires,70 a 74,Femenino,471,157,15.220524971165217,2389.622420472939
2009,Buenos Aires,75 a 79,Masculino,634,211.33333333333334,9.298225920446056,1965.0250778542666
2009,Buenos Aires,75 a 79,Femenino,574,191.33333333333334,11.714380262171206,2241.351423495424
2009,Buenos Aires,80 y más,Masculino,861,287,5.992080760900239,1719.7271783783688
2009,Buenos Aires,80 y más,Femenino,1413,471,7.2709457701241185,3424.6154577284597
2009,Catamarca,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Catamarca,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Catamarca,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Catamarca,20 a 24,Femenino,0,0,60.40297393774405,0
2009,Catamarca,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Catamarca,25 a 29,Femenino,0,0,55.56145953057201,0
2009,Catamarca,30 a 34,Masculino,0,0,45.338650136635565,0
2009,Catamarca,30 a 34,Femenino,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Catamarca,35 a 39,Masculino,1,0.3333333333333333,40.649509570707714,13.549836523569237
2009,Catamarca,35 a 39,Femenino,0,0,45.89630877119981,0
2009,Catamarca,40 a 44,Masculino,1,0.3333333333333333,36.01442579949483,12.004808599831609
2009,Catamarca,40 a 44,Femenino,0,0,41.140997801826884,0
2009,Catamarca,45 a 49,Masculino,3,1,31.426428576026836,31.426428576026836
2009,Catamarca,45 a 49,Femenino,0,0,36.44056422743235,0
2009,Catamarca,50 a 54,Masculino,4,1.3333333333333333,26.993205867479585,35.990941156639444
2009,Catamarca,50 a 54,Femenino,4,1.3333333333333333,31.849647363574803,42.4661964847664
2009,Catamarca,55 a 59,Masculino,12,4,22.76581335691569,91.06325342766276
2009,Catamarca,55 a 59,Femenino,8,2.6666666666666665,27.36954671297114,72.98545790125637
2009,Catamarca,60 a 64,Masculino,15,5,18.842402208355736,94.21201104177868
2009,Catamarca,60 a 64,Femenino,10,3.3333333333333335,23.081486008232023,76.93828669410675
2009,Catamarca,65 a 69,Masculino,23,7.666666666666667,15.272104856236956,117.08613723115
2009,Catamarca,65 a 69,Femenino,10,3.3333333333333335,19.041912627332664,63.47304209110888
2009,Catamarca,70 a 74,Masculino,19,6.333333333333333,12.076120972884306,76.48209949493393
2009,Catamarca,70 a 74,Femenino,14,4.666666666666667,15.220524971165217,71.02911653210435
2009,Catamarca,75 a 79,Masculino,15,5,9.298225920446056,46.49112960223028
2009,Catamarca,75 a 79,Femenino,20,6.666666666666667,11.714380262171206,78.09586841447471
2009,Catamarca,80 y más,Masculino,18,6,5.992080760900239,35.952484565401434
2009,Catamarca,80 y más,Femenino,26,8.666666666666666,7.2709457701241185,63.01486334107569
2009,Chaco,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Chaco,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Chaco,20 a 24,Masculino,1,0.3333333333333333,54.65657238289693,18.218857460965644
2009,Chaco,20 a 24,Femenino,2,0.6666666666666666,60.40297393774405,40.26864929182936
2009,Chaco,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Chaco,25 a 29,Femenino,0,0,55.56145953057201,0
2009,Chaco,30 a 34,Masculino,2,0.6666666666666666,45.338650136635565,30.225766757757043
2009,Chaco,30 a 34,Femenino,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Chaco,35 a 39,Masculino,1,0.3333333333333333,40.649509570707714,13.549836523569237
2009,Chaco,35 a 39,Femenino,5,1.6666666666666667,45.89630877119981,76.4938479519997
2009,Chaco,40 a 44,Masculino,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,Chaco,40 a 44,Femenino,4,1.3333333333333333,41.140997801826884,54.85466373576918
2009,Chaco,45 a 49,Masculino,8,2.6666666666666665,31.426428576026836,83.80380953607155
2009,Chaco,45 a 49,Femenino,6,2,36.44056422743235,72.8811284548647
2009,Chaco,50 a 54,Masculino,17,5.666666666666667,26.993205867479585,152.96149991571767
2009,Chaco,50 a 54,Femenino,18,6,31.849647363574803,191.09788418144882
2009,Chaco,55 a 59,Masculino,38,12.666666666666666,22.76581335691569,288.3669691875987
2009,Chaco,55 a 59,Femenino,29,9.666666666666666,27.36954671297114,264.5722848920543
2009,Chaco,60 a 64,Masculino,37,12.333333333333334,18.842402208355736,232.3896272363874
2009,Chaco,60 a 64,Femenino,29,9.666666666666666,23.081486008232023,223.12103141290953
2009,Chaco,65 a 69,Masculino,51,17,15.272104856236956,259.62578255602824
2009,Chaco,65 a 69,Femenino,35,11.666666666666666,19.041912627332664,222.15564731888108
2009,Chaco,70 a 74,Masculino,50,16.666666666666668,12.076120972884306,201.2686828814051
2009,Chaco,70 a 74,Femenino,54,18,15.220524971165217,273.9694494809739
2009,Chaco,75 a 79,Masculino,52,17.333333333333332,9.298225920446056,161.16924928773162
2009,Chaco,75 a 79,Femenino,64,21.333333333333332,11.714380262171206,249.90677892631905
2009,Chaco,80 y más,Masculino,29,9.666666666666666,5.992080760900239,57.92344735536898
2009,Chaco,80 y más,Femenino,91,30.333333333333332,7.2709457701241185,220.5520216937649
2009,Chubut,15 a 19,Masculino,1,0.3333333333333333,59.40089991717423,19.800299972391407
2009,Chubut,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Chubut,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Chubut,20 a 24,Femenino,0,0,60.40297393774405,0
2009,Chubut,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Chubut,25 a 29,Femenino,0,0,55.56145953057201,0
2009,Chubut,30 a 34,Masculino,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Chubut,30 a 34,Femenino,0,0,50.71508748453657,0
2009,Chubut,35 a 39,Masculino,0,0,40.649509570707714,0
2009,Chubut,35 a 39,Femenino,1,0.3333333333333333,45.89630877119981,15.298769590399937
2009,Chubut,40 a 44,Masculino,2,0.6666666666666666,36.01442579949483,24.009617199663218
2009,Chubut,40 a 44,Femenino,2,0.6666666666666666,41.140997801826884,27.42733186788459
2009,Chubut,45 a 49,Masculino,3,1,31.426428576026836,31.426428576026836
2009,Chubut,45 a 49,Femenino,1,0.3333333333333333,36.44056422743235,12.146854742477448
2009,Chubut,50 a 54,Masculino,5,1.6666666666666667,26.993205867479585,44.98867644579931
2009,Chubut,50 a 54,Femenino,3,1,31.849647363574803,31.849647363574803
2009,Chubut,55 a 59,Masculino,9,3,22.76581335691569,68.29744007074707
2009,Chubut,55 a 59,Femenino,6,2,27.36954671297114,54.73909342594228
2009,Chubut,60 a 64,Masculino,14,4.666666666666667,18.842402208355736,87.9312103056601
2009,Chubut,60 a 64,Femenino,8,2.6666666666666665,23.081486008232023,61.550629355285395
2009,Chubut,65 a 69,Masculino,14,4.666666666666667,15.272104856236956,71.26982266243913
2009,Chubut,65 a 69,Femenino,10,3.3333333333333335,19.041912627332664,63.47304209110888
2009,Chubut,70 a 74,Masculino,18,6,12.076120972884306,72.45672583730584
2009,Chubut,70 a 74,Femenino,15,5,15.220524971165217,76.10262485582608
2009,Chubut,75 a 79,Masculino,34,11.333333333333334,9.298225920446056,105.3798937650553
2009,Chubut,75 a 79,Femenino,16,5.333333333333333,11.714380262171206,62.47669473157976
2009,Chubut,80 y más,Masculino,26,8.666666666666666,5.992080760900239,51.931366594468734
2009,Chubut,80 y más,Femenino,41,13.666666666666666,7.2709457701241185,99.36959219169628
2009,Ciudad de Buenos Aires,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Ciudad de Buenos Aires,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Ciudad de Buenos Aires,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Ciudad de Buenos Aires,20 a 24,Femenino,1,0.3333333333333333,60.40297393774405,20.13432464591468
2009,Ciudad de Buenos Aires,25 a 29,Masculino,2,0.6666666666666666,50.01971590153033,33.346477267686886
2009,Ciudad de Buenos Aires,25 a 29,Femenino,1,0.3333333333333333,55.56145953057201,18.52048651019067
2009,Ciudad de Buenos Aires,30 a 34,Masculino,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Ciudad de Buenos Aires,30 a 34,Femenino,2,0.6666666666666666,50.71508748453657,33.81005832302438
2009,Ciudad de Buenos Aires,35 a 39,Masculino,5,1.6666666666666667,40.649509570707714,67.74918261784619
2009,Ciudad de Buenos Aires,35 a 39,Femenino,5,1.6666666666666667,45.89630877119981,76.4938479519997
2009,Ciudad de Buenos Aires,40 a 44,Masculino,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,Ciudad de Buenos Aires,40 a 44,Femenino,4,1.3333333333333333,41.140997801826884,54.85466373576918
2009,Ciudad de Buenos Aires,45 a 49,Masculino,6,2,31.426428576026836,62.85285715205367
2009,Ciudad de Buenos Aires,45 a 49,Femenino,3,1,36.44056422743235,36.44056422743235
2009,Ciudad de Buenos Aires,50 a 54,Masculino,12,4,26.993205867479585,107.97282346991834
2009,Ciudad de Buenos Aires,50 a 54,Femenino,7,2.3333333333333335,31.849647363574803,74.31584384834122
2009,Ciudad de Buenos Aires,55 a 59,Masculino,22,7.333333333333333,22.76581335691569,166.94929795071505
2009,Ciudad de Buenos Aires,55 a 59,Femenino,12,4,27.36954671297114,109.47818685188456
2009,Ciudad de Buenos Aires,60 a 64,Masculino,41,13.666666666666666,18.842402208355736,257.5128301808617
2009,Ciudad de Buenos Aires,60 a 64,Femenino,29,9.666666666666666,23.081486008232023,223.12103141290953
2009,Ciudad de Buenos Aires,65 a 69,Masculino,37,12.333333333333334,15.272104856236956,188.35595989358913
2009,Ciudad de Buenos Aires,65 a 69,Femenino,36,12,19.041912627332664,228.50295152799197
2009,Ciudad de Buenos Aires,70 a 74,Masculino,76,25.333333333333332,12.076120972884306,305.92839797973573
2009,Ciudad de Buenos Aires,70 a 74,Femenino,41,13.666666666666666,15.220524971165217,208.0138412725913
2009,Ciudad de Buenos Aires,75 a 79,Masculino,63,21,9.298225920446056,195.26274432936717
2009,Ciudad de Buenos Aires,75 a 79,Femenino,79,26.333333333333332,11.714380262171206,308.47868023717507
2009,Ciudad de Buenos Aires,80 y más,Masculino,163,54.333333333333336,5.992080760900239,325.56972134224634
2009,Ciudad de Buenos Aires,80 y más,Femenino,247,82.33333333333333,7.2709457701241185,598.641201740219
2009,Corrientes,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Corrientes,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Corrientes,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Corrientes,20 a 24,Femenino,1,0.3333333333333333,60.40297393774405,20.13432464591468
2009,Corrientes,25 a 29,Masculino,1,0.3333333333333333,50.01971590153033,16.673238633843443
2009,Corrientes,25 a 29,Femenino,1,0.3333333333333333,55.56145953057201,18.52048651019067
2009,Corrientes,30 a 34,Masculino,0,0,45.338650136635565,0
2009,Corrientes,30 a 34,Femenino,0,0,50.71508748453657,0
2009,Corrientes,35 a 39,Masculino,2,0.6666666666666666,40.649509570707714,27.099673047138474
2009,Corrientes,35 a 39,Femenino,0,0,45.89630877119981,0
2009,Corrientes,40 a 44,Masculino,1,0.3333333333333333,36.01442579949483,12.004808599831609
2009,Corrientes,40 a 44,Femenino,5,1.6666666666666667,41.140997801826884,68.56832966971147
2009,Corrientes,45 a 49,Masculino,10,3.3333333333333335,31.426428576026836,104.75476192008946
2009,Corrientes,45 a 49,Femenino,10,3.3333333333333335,36.44056422743235,121.4685474247745
2009,Corrientes,50 a 54,Masculino,16,5.333333333333333,26.993205867479585,143.96376462655778
2009,Corrientes,50 a 54,Femenino,8,2.6666666666666665,31.849647363574803,84.9323929695328
2009,Corrientes,55 a 59,Masculino,24,8,22.76581335691569,182.12650685532552
2009,Corrientes,55 a 59,Femenino,16,5.333333333333333,27.36954671297114,145.97091580251274
2009,Corrientes,60 a 64,Masculino,42,14,18.842402208355736,263.7936309169803
2009,Corrientes,60 a 64,Femenino,22,7.333333333333333,23.081486008232023,169.26423072703483
2009,Corrientes,65 a 69,Masculino,38,12.666666666666666,15.272104856236956,193.44666151233477
2009,Corrientes,65 a 69,Femenino,52,17.333333333333332,19.041912627332664,330.0598188737662
2009,Corrientes,70 a 74,Masculino,48,16,12.076120972884306,193.2179355661489
2009,Corrientes,70 a 74,Femenino,50,16.666666666666668,15.220524971165217,253.67541618608698
2009,Corrientes,75 a 79,Masculino,38,12.666666666666666,9.298225920446056,117.77752832565004
2009,Corrientes,75 a 79,Femenino,56,18.666666666666668,11.714380262171206,218.6684315605292
2009,Corrientes,80 y más,Masculino,51,17,5.992080760900239,101.86537293530407
2009,Corrientes,80 y más,Femenino,109,36.333333333333336,7.2709457701241185,264.17769631450966
2009,Córdoba,15 a 19,Masculino,1,0.3333333333333333,59.40089991717423,19.800299972391407
2009,Córdoba,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Córdoba,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Córdoba,20 a 24,Femenino,1,0.3333333333333333,60.40297393774405,20.13432464591468
2009,Córdoba,25 a 29,Masculino,2,0.6666666666666666,50.01971590153033,33.346477267686886
2009,Córdoba,25 a 29,Femenino,2,0.6666666666666666,55.56145953057201,37.04097302038134
2009,Córdoba,30 a 34,Masculino,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Córdoba,30 a 34,Femenino,2,0.6666666666666666,50.71508748453657,33.81005832302438
2009,Córdoba,35 a 39,Masculino,8,2.6666666666666665,40.649509570707714,108.3986921885539
2009,Córdoba,35 a 39,Femenino,6,2,45.89630877119981,91.79261754239963
2009,Córdoba,40 a 44,Masculino,11,3.6666666666666665,36.01442579949483,132.0528945981477
2009,Córdoba,40 a 44,Femenino,12,4,41.140997801826884,164.56399120730754
2009,Córdoba,45 a 49,Masculino,23,7.666666666666667,31.426428576026836,240.93595241620577
2009,Córdoba,45 a 49,Femenino,13,4.333333333333333,36.44056422743235,157.90911165220683
2009,Córdoba,50 a 54,Masculino,55,18.333333333333332,26.993205867479585,494.87544090379237
2009,Córdoba,50 a 54,Femenino,33,11,31.849647363574803,350.3461209993228
2009,Córdoba,55 a 59,Masculino,103,34.333333333333336,22.76581335691569,781.6262585874388
2009,Córdoba,55 a 59,Femenino,74,24.666666666666668,27.36954671297114,675.1154855866215
2009,Córdoba,60 a 64,Masculino,172,57.333333333333336,18.842402208355736,1080.2977266123955
2009,Córdoba,60 a 64,Femenino,96,32,23.081486008232023,738.6075522634247
2009,Córdoba,65 a 69,Masculino,161,53.666666666666664,15.272104856236956,819.6029606180499
2009,Córdoba,65 a 69,Femenino,135,45,19.041912627332664,856.8860682299699
2009,Córdoba,70 a 74,Masculino,211,70.33333333333333,12.076120972884306,849.3538417595295
2009,Córdoba,70 a 74,Femenino,148,49.333333333333336,15.220524971165217,750.8792319108175
2009,Córdoba,75 a 79,Masculino,192,64,9.298225920446056,595.0864589085476
2009,Córdoba,75 a 79,Femenino,185,61.666666666666664,11.714380262171206,722.386782833891
2009,Córdoba,80 y más,Masculino,260,86.66666666666667,5.992080760900239,519.3136659446874
2009,Córdoba,80 y más,Femenino,373,124.33333333333333,7.2709457701241185,904.02092408543206
2009,Entre Ríos,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Entre Ríos,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Entre Ríos,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Entre Ríos,20 a 24,Femenino,0,0,60.40297393774405,0
2009,Entre Ríos,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Entre Ríos,25 a 29,Femenino,2,0.6666666666666666,55.56145953057201,37.04097302038134
2009,Entre Ríos,30 a 34,Masculino,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Entre Ríos,30 a 34,Femenino,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Entre Ríos,35 a 39,Masculino,0,0,40.649509570707714,0
2009,Entre Ríos,35 a 39,Femenino,4,1.3333333333333333,45.89630877119981,61.19507836159975
2009,Entre Ríos,40 a 44,Masculino,2,0.6666666666666666,36.01442579949483,24.009617199663218
2009,Entre Ríos,40 a 44,Femenino,2,0.6666666666666666,41.140997801826884,27.42733186788459
2009,Entre Ríos,45 a 49,Masculino,6,2,31.426428576026836,62.85285715205367
2009,Entre Ríos,45 a 49,Femenino,6,2,36.44056422743235,72.8811284548647
2009,Entre Ríos,50 a 54,Masculino,10,3.3333333333333335,26.993205867479585,89.97735289159861
2009,Entre Ríos,50 a 54,Femenino,10,3.3333333333333335,31.849647363574803,106.16549121191602
2009,Entre Ríos,55 a 59,Masculino,29,9.666666666666666,22.76581335691569,220.06952911685164
2009,Entre Ríos,55 a 59,Femenino,13,4.333333333333333,27.36954671297114,118.60136908954159
2009,Entre Ríos,60 a 64,Masculino,49,16.333333333333332,18.842402208355736,307.75923606981036
2009,Entre Ríos,60 a 64,Femenino,27,9,23.081486008232023,207.7333740740882
2009,Entre Ríos,65 a 69,Masculino,51,17,15.272104856236956,259.62578255602824
2009,Entre Ríos,65 a 69,Femenino,41,13.666666666666666,19.041912627332664,260.2394725735464
2009,Entre Ríos,70 a 74,Masculino,54,18,12.076120972884306,217.37017751191752
2009,Entre Ríos,70 a 74,Femenino,63,21,15.220524971165217,319.63102439446953
2009,Entre Ríos,75 a 79,Masculino,62,20.666666666666668,9.298225920446056,192.16333568921848
2009,Entre Ríos,75 a 79,Femenino,60,20,11.714380262171206,234.2876052434241
2009,Entre Ríos,80 y más,Masculino,84,28,5.992080760900239,167.7782613052067
2009,Entre Ríos,80 y más,Femenino,138,46,7.2709457701241185,334.46350542570946
2009,Formosa,15 a 19,Masculino,0,0,59.40089991717423,0
2009,Formosa,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Formosa,20 a 24,Masculino,1,0.3333333333333333,54.65657238289693,18.218857460965644
2009,Formosa,20 a 24,Femenino,0,0,60.40297393774405,0
2009,Formosa,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Formosa,25 a 29,Femenino,0,0,55.56145953057201,0
2009,Formosa,30 a 34,Masculino,0,0,45.338650136635565,0
2009,Formosa,30 a 34,Femenino,2,0.6666666666666666,50.71508748453657,33.81005832302438
2009,Formosa,35 a 39,Masculino,1,0.3333333333333333,40.649509570707714,13.549836523569237
2009,Formosa,35 a 39,Femenino,2,0.6666666666666666,45.89630877119981,30.597539180799874
2009,Formosa,40 a 44,Masculino,6,2,36.01442579949483,72.02885159898966
2009,Formosa,40 a 44,Femenino,7,2.3333333333333335,41.140997801826884,95.99566153759606
2009,Formosa,45 a 49,Masculino,5,1.6666666666666667,31.426428576026836,52.37738096004473
2009,Formosa,45 a 49,Femenino,10,3.3333333333333335,36.44056422743235,121.4685474247745
2009,Formosa,50 a 54,Masculino,11,3.6666666666666665,26.993205867479585,98.97508818075848
2009,Formosa,50 a 54,Femenino,12,4,31.849647363574803,127.39858945429921
2009,Formosa,55 a 59,Masculino,15,5,22.76581335691569,113.82906678457844
2009,Formosa,55 a 59,Femenino,20,6.666666666666667,27.36954671297114,182.46364475314093
2009,Formosa,60 a 64,Masculino,34,11.333333333333334,18.842402208355736,213.54722502803168
2009,Formosa,60 a 64,Femenino,27,9,23.081486008232023,207.7333740740882
2009,Formosa,65 a 69,Masculino,38,12.666666666666666,15.272104856236956,193.44666151233477
2009,Formosa,65 a 69,Femenino,40,13.333333333333334,19.041912627332664,253.89216836443552
2009,Formosa,70 a 74,Masculino,30,10,12.076120972884306,120.76120972884306
2009,Formosa,70 a 74,Femenino,42,14,15.220524971165217,213.08734959631303
2009,Formosa,75 a 79,Masculino,37,12.333333333333334,9.298225920446056,114.67811968550136
2009,Formosa,75 a 79,Femenino,35,11.666666666666666,11.714380262171206,136.66776972533071
2009,Formosa,80 y más,Masculino,41,13.666666666666666,5.992080760900239,81.89177039896994
2009,Formosa,80 y más,Femenino,78,26,7.2709457701241185,189.04459002322707
2009,Jujuy,15 a 19,Masculino,1,0.3333333333333333,59.40089991717423,19.800299972391407
2009,Jujuy,15 a 19,Femenino,0,0,65.27387185108115,0
2009,Jujuy,20 a 24,Masculino,0,0,54.65657238289693,0
2009,Jujuy,20 a 24,Femenino,0,0,60.40297393774405,0
2009,Jujuy,25 a 29,Masculino,0,0,50.01971590153033,0
2009,Jujuy,25 a 29,Femenino,0,0,55.56145953057201,0
2009,Jujuy,30 a 34,Masculino,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Jujuy,30 a 34,Femenino,0,0,50.71508748453657,0
2009,Jujuy,35 a 39,Masculino,1,0.3333333333333333,40.649509570707714,13.549836523569237
2009,Jujuy,35 a 39,Femenino,0,0,45.89630877119981,0
2009,Jujuy,40 a 44,Masculino,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,Jujuy,40 a 44,Femenino,1,0.3333333333333333,41.140997801826884,13.713665933942295
2009,Jujuy,45 a 49,Masculino,3,1,31.426428576026836,31.426428576026836
2009,Jujuy,45 a 49,Femenino,1,0.3333333333333333,36.44056422743235,12.146854742477448
2009,Jujuy,50 a 54,Masculino,11,3.6666666666666665,26.993205867479585,98.97508818075848
2009,Jujuy,50 a 54,Femenino,7,2.3333333333333335,31.849647363574803,74.31584384834122
2009,Jujuy,55 a 59,Masculino,19,6.333333333333333,22.76581335691569,144.18348459379936
2009,Jujuy,55 a 59,Femenino,12,4,27.36954671297114,109.47818685188456
2009,Jujuy,60 a 64,Masculino,26,8.666666666666666,18.842402208355736,163.30081913908305
2009,Jujuy,60 a 64,Femenino,11,3.6666666666666665,23.081486008232023,84.63211536351741
2009,Jujuy,65 a 69,Masculino,29,9.666666666666666,15.272104856236956,147.6303469436239
2009,Jujuy,65 a 69,Femenino,23,7.666666666666667,19.041912627332664,145.98799680955042
2009,Jujuy,70 a 74,Masculino,27,9,12.076120972884306,108.68508875595876
2009,Jujuy,70 a 74,Femenino,21,7,15.220524971165217,106.54367479815652
2009,Jujuy,75 a 79,Masculino,24,8,9.298225920446056,74.38580736356845
2009,Jujuy,75 a 79,Femenino,16,5.333333333333333,11.714380262171206,62.47669473157976
2009,Jujuy,80 y más,Masculino,22,7.333333333333333,5.992080760900239,43.94192557993509
2009,Jujuy,80 y más,Femenino,32,10.666666666666666,7.2709457701241185,77.55675488132393
2009,La Pampa,15 a 19,Masculino,0,0,59.40089991717423,0
2009,La Pampa,15 a 19,Femenino,0,0,65.27387185108115,0
2009,La Pampa,20 a 24,Masculino,0,0,54.65657238289693,0
2009,La Pampa,20 a 24,Femenino,0,0,60.40297393774405,0
2009,La Pampa,25 a 29,Masculino,0,0,50.01971590153033,0
2009,La Pampa,25 a 29,Femenino,0,0,55.56145953057201,0
2009,La Pampa,30 a 34,Masculino,0,0,45.338650136635565,0
2009,La Pampa,30 a 34,Femenino,0,0,50.71508748453657,0
2009,La Pampa,35 a 39,Masculino,0,0,40.649509570707714,0
2009,La Pampa,35 a 39,Femenino,0,0,45.89630877119981,0
2009,La Pampa,40 a 44,Masculino,2,0.6666666666666666,36.01442579949483,24.009617199663218
2009,La Pampa,40 a 44,Femenino,1,0.3333333333333333,41.140997801826884,13.713665933942295
2009,La Pampa,45 a 49,Masculino,1,0.3333333333333333,31.426428576026836,10.475476192008944
2009,La Pampa,45 a 49,Femenino,0,0,36.44056422743235,0
2009,La Pampa,50 a 54,Masculino,6,2,26.993205867479585,53.98641173495917
2009,La Pampa,50 a 54,Femenino,3,1,31.849647363574803,31.849647363574803
2009,La Pampa,55 a 59,Masculino,5,1.6666666666666667,22.76581335691569,37.94302226152615
2009,La Pampa,55 a 59,Femenino,3,1,27.36954671297114,27.36954671297114
2009,La Pampa,60 a 64,Masculino,5,1.6666666666666667,18.842402208355736,31.404003680592893
2009,La Pampa,60 a 64,Femenino,3,1,23.081486008232023,23.081486008232023
2009,La Pampa,65 a 69,Masculino,9,3,15.272104856236956,45.816314568710865
2009,La Pampa,65 a 69,Femenino,9,3,19.041912627332664,57.12573788199799
2009,La Pampa,70 a 74,Masculino,13,4.333333333333333,12.076120972884306,52.329857549165325
2009,La Pampa,70 a 74,Femenino,4,1.3333333333333333,15.220524971165217,20.294033294886955
2009,La Pampa,75 a 79,Masculino,14,4.666666666666667,9.298225920446056,43.3917209620816
2009,La Pampa,75 a 79,Femenino,11,3.6666666666666665,11.714380262171206,42.95272762796109
2009,La Pampa,80 y más,Masculino,16,5.333333333333333,5.992080760900239,31.957764058134607
2009,La Pampa,80 y más,Femenino,25,8.333333333333334,7.2709457701241185,60.59121475103432
2009,La Rioja,15 a 19,Masculino,0,0,59.40089991717423,0
2009,La Rioja,15 a 19,Femenino,0,0,65.27387185108115,0
2009,La Rioja,20 a 24,Masculino,0,0,54.65657238289693,0
2009,La Rioja,20 a 24,Femenino,2,0.6666666666666666,60.40297393774405,40.26864929182936
2009,La Rioja,25 a 29,Masculino,0,0,50.01971590153033,0
2009,La Rioja,25 a 29,Femenino,0,0,55.56145953057201,0
2009,La Rioja,30 a 34,Masculino,0,0,45.338650136635565,0
2009,La Rioja,30 a 34,Femenino,0,0,50.71508748453657,0
2009,La Rioja,35 a 39,Masculino,3,1,40.649509570707714,40.649509570707714
2009,La Rioja,35 a 39,Femenino,0,0,45.89630877119981,0
2009,La Rioja,40 a 44,Masculino,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,La Rioja,40 a 44,Femenino,1,0.3333333333333333,41.140997801826884,13.713665933942295
2009,La Rioja,45 a 49,Masculino,5,1.6666666666666667,31.426428576026836,52.37738096004473
2009,La Rioja,45 a 49,Femenino,0,0,36.44056422743235,0
2009,La Rioja,50 a 54,Masculino,5,1.6666666666666667,26.993205867479585,44.98867644579931
2009,La Rioja,50 a 54,Femenino,3,1,31.849647363574803,31.849647363574803
2009,La Rioja,55 a 59,Masculino,8,2.6666666666666665,22.76581335691569,60.70883561844184
2009,La Rioja,55 a 59,Femenino,11,3.6666666666666665,27.36954671297114,100.35500461422751
2009,La Rioja,60 a 64,Masculino,15,5,18.842402208355736,94.21201104177868
2009,La Rioja,60 a 64,Femenino,11,3.6666666666666665,23.081486008232023,84.63211536351741
